geo_aggregation_level,industry_code,industry_description,industry_ubiquity,industry_employment_share_nation,industry_complexity,industry_complexity_percentile
1,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",97,0.0001742899178752194,-0.09635336649115736,44.29
1,311412,Frozen Specialty Food Manufacturing,192,0.000373189115534683,0.4363738842624184,63.42
1,311421,Fruit and Vegetable Canning,297,0.0003220431158712049,-0.21812004851600572,40.06
1,311422,Specialty Canning,57,6.899776625754991e-05,0.7852891499650021,77.91
1,311423,Dried and Dehydrated Food Manufacturing,108,7.677062735490443e-05,-0.27507570066888537,38.05
1,311511,Fluid Milk Manufacturing,251,0.0003279172190178403,0.5164447636398541,67.97
1,311512,Creamery Butter Manufacturing,46,2.2010677513320505e-05,0.4430363969155615,64.16
1,311513,Cheese Manufacturing,228,0.0003601215306049608,-0.903509596071609,19.77
1,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",126,0.00011689121076073284,-0.7517688957531293,24.1
1,311520,Ice Cream and Frozen Dessert Manufacturing,212,0.00015060420313649115,-0.19752681809422562,41.44
1,311611,Animal (except Poultry) Slaughtering,557,0.0008722412165579678,-2.3069854404174523,1.06
1,311612,Meat Processed from Carcasses,510,0.0008866339165529955,-1.244942354773026,11.52
1,311613,Rendering and Meat Byproduct Processing,170,4.806553736880701e-05,-1.0645411128924527,16.49
1,311615,Poultry Processing,239,0.0014251354388061749,-1.2634992797120865,11.31
1,311710,Seafood Product Preparation and Packaging,174,0.00018712804565077616,-0.45885187359086754,32.24
1,311811,Retail Bakeries,659,0.0007375441306339963,-0.4073568100193032,34.04
1,311812,Commercial Bakeries,336,0.0008920089503893211,0.794107290592787,78.22
1,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",100,8.127372400540133e-05,1.3235921890536566,91.54
1,311821,Cookie and Cracker Manufacturing,138,0.00022534413467703137,1.1254670863490752,86.79
1,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",165,0.00012776747986817502,1.1723284518405823,87.84
1,311830,Tortilla Manufacturing,114,0.0001257195747672484,0.3753760514374775,61.42
1,311911,Roasted Nuts and Peanut Butter Manufacturing,101,9.644084189573737e-05,0.7660064130050803,77.38
1,311919,Other Snack Food Manufacturing,155,0.0002857085755091063,0.6081434231547328,71.99
1,311920,Coffee and Tea Manufacturing,277,0.00016804868328191926,0.45512571626775045,64.8
1,311930,Flavoring Syrup and Concentrate Manufacturing,76,5.8006768573025006e-05,2.2255853189379295,99.47
1,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",129,0.0001232127553579909,0.9956625890204026,83.19
1,311942,Spice and Extract Manufacturing,181,0.00016882310117722764,0.63045654432963,72.73
1,311991,Perishable Prepared Food Manufacturing,190,0.000403477459884522,0.8863582962190115,80.44
1,311999,All Other Miscellaneous Food Manufacturing,293,0.0002526724817381361,-0.26492475919838104,38.58
1,312111,Soft Drink Manufacturing,253,0.0004735192561935247,1.0447192963883214,84.78
1,312112,Bottled Water Manufacturing,235,0.0001267463955321388,0.14756411854145507,52.43
1,312113,Ice Manufacturing,270,4.600615941017213e-05,0.11905904262135467,51.59
1,312120,Breweries,658,0.0006408164672955521,-0.0760900606885981,45.67
1,312130,Wineries,481,0.00046084174842588374,-0.9166149165625769,19.45
1,312140,Distilleries,365,0.00015861799424571937,-0.16402704635964765,42.18
1,312230,Tobacco Manufacturing,80,6.208536948831582e-05,0.8637295538045429,79.92
1,313110,"Fiber, Yarn, and Thread Mills",131,0.0001226391124725773,-0.8580815810479533,21.04
1,313210,Broadwoven Fabric Mills,161,0.00011414346133960162,-0.5447863154715162,29.39
1,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,101,3.220431158712049e-05,0.5764933252706399,70.72
1,313230,Nonwoven Fabric Mills,144,8.97062744209815e-05,0.7241564005519919,76.0
1,313240,Knit Fabric Mills,67,2.5641836977988704e-05,1.2288264217029359,89.53
1,313310,Textile and Fabric Finishing Mills,262,0.0001001867299374883,-0.4909329315505701,31.18
1,313320,Fabric Coating Mills,102,3.675903609730461e-05,1.3015832425433378,91.12
1,314110,Carpet and Rug Mills,60,0.00015349536327897577,-0.09438938254182831,44.4
1,314120,Curtain and Linen Mills,309,8.756085002953458e-05,-0.0009081502178832919,47.99
1,314910,Textile Bag and Canvas Mills,430,0.00014142591696987325,-0.05889945795609097,46.19
1,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",94,2.968028289130057e-05,0.35304843112155637,60.47
1,314999,All Other Miscellaneous Textile Product Mills,585,0.0001906215308229451,-0.5004604067656921,30.97
1,315120,Apparel Knitting Mills,68,3.754492685032127e-05,0.4610537783735954,65.33
1,315210,Cut and Sew Apparel Contractors,292,0.0001564324148522935,-0.9035629069013487,19.66
1,315250,Cut and Sew Apparel Manufacturing (except Contractors),285,0.0002780905979908135,-0.4589313892642732,32.14
1,315990,Apparel Accessories and Other Apparel Manufacturing,328,8.376907055695057e-05,-0.21581125150881605,40.27
1,316110,Leather and Hide Tanning and Finishing,238,2.2957188274252973e-05,-0.7411854272551657,24.42
1,316210,Footwear Manufacturing,171,7.423512580137624e-05,-0.849595231380552,21.67
1,316990,Other Leather and Allied Product Manufacturing,419,7.607651946355395e-05,-0.7100331063265698,25.69
1,321113,Sawmills,926,0.0004699856160193768,-1.7786897942780282,4.33
1,321114,Wood Preservation,285,6.635900898464727e-05,-0.9998715326937248,18.18
1,321211,Hardwood Veneer and Plywood Manufacturing,142,7.491776083501844e-05,-0.6441619993577717,27.48
1,321212,Softwood Veneer and Plywood Manufacturing,59,8.522612348590115e-05,-1.0534489817339532,17.12
1,321215,Engineered Wood Member Manufacturing,475,0.000229204751295865,-0.5523829538112903,29.07
1,321219,Reconstituted Wood Product Manufacturing,119,8.214566119123003e-05,-0.48706875265235566,31.29
1,321911,Wood Window and Door Manufacturing,251,0.000331232874895531,-0.2098742964437389,40.59
1,321912,"Cut Stock, Resawing Lumber, and Planing",307,7.645512376792694e-05,-1.070770619460922,16.17
1,321918,Other Millwork (including Flooring),547,0.00021076213252981722,-0.891874017537774,20.3
1,321920,Wood Container and Pallet Manufacturing,798,0.0003993816496826688,-1.1976944580750837,12.79
1,321991,Manufactured Home (Mobile Home) Manufacturing,146,0.00017872991380832082,-0.6767905815284171,26.64
1,321992,Prefabricated Wood Building Manufacturing,401,0.00010904377608827456,-0.9869820579878114,18.39
1,321999,All Other Miscellaneous Wood Product Manufacturing,925,0.00020311547286725368,-1.484987158309003,8.03
1,322110,Pulp Mills,53,2.6238425578818864e-05,-0.5318850628076071,29.7
1,322120,Paper Mills,172,0.0002895347735548152,-0.2321569977700357,39.75
1,322130,Paperboard Mills,131,0.00018880881930503806,0.23527508435411323,56.24
1,322211,Corrugated and Solid Fiber Box Manufacturing,380,0.0006080958771115594,0.6134848649998559,72.3
1,322212,Folding Paperboard Box Manufacturing,148,0.00016644821963161525,1.3158232817700304,91.44
1,322219,Other Paperboard Container Manufacturing,164,0.0001501854438301392,0.6157159871819049,72.52
1,322220,Paper Bag and Coated and Treated Paper Manufacturing,250,0.0003133868447303134,0.8849331223744359,80.34
1,322230,Stationery Product Manufacturing,140,7.595031802876295e-05,1.1827610864783997,88.37
1,322291,Sanitary Paper Product Manufacturing,100,0.00016512884099516393,0.7646002429462141,77.27
1,322299,All Other Converted Paper Product Manufacturing,180,0.0001028197507815368,0.8371725946084053,79.49
1,323111,Commercial Printing (except Screen and Books),567,0.0015173427962075596,-0.11207222826733539,43.76
1,323113,Commercial Screen Printing,650,0.00046085895771244616,-0.5595313031750795,28.75
1,323117,Books Printing,134,7.555450443782756e-05,1.155845261491349,87.63
1,323120,Support Activities for Printing,198,9.54771218482425e-05,1.084002725768816,86.26
1,324110,Petroleum Refineries,158,0.0003719213647579189,-0.6986004081530321,26.11
1,324121,Asphalt Paving Mixture and Block Manufacturing,359,0.00010272223149101648,-0.143241285003096,42.39
1,324122,Asphalt Shingle and Coating Materials Manufacturing,104,7.890457888864309e-05,0.8895260802156578,80.66
1,324191,Petroleum Lubricating Oil and Grease Manufacturing,150,6.383498028882735e-05,0.9626051504136196,82.66
1,324199,All Other Petroleum and Coal Products Manufacturing,76,2.6691603458295625e-05,0.426455988129658,63.32
1,325110,Petrochemical Manufacturing,51,0.00015122373745273784,-0.4817051584433322,31.5
1,325120,Industrial Gas Manufacturing,201,0.00012678655053411774,0.2987802262603182,58.77
1,325130,Synthetic Dye and Pigment Manufacturing,111,5.582692560845326e-05,1.0567145252791053,85.2
1,325180,Other Basic Inorganic Chemical Manufacturing,251,0.0002394155946562274,-0.10843211311695512,43.97
1,325193,Ethyl Alcohol Manufacturing,170,6.142568017009016e-05,-1.8832240612136781,3.59
1,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",75,1.8557347343130527e-05,-0.5173758783417567,30.44
1,325199,All Other Basic Organic Chemical Manufacturing,253,0.00024211171621767142,0.11386640237465778,51.27
1,325211,Plastics Material and Resin Manufacturing,315,0.00035728773475101754,0.1047979248836079,50.85
1,325212,Synthetic Rubber Manufacturing,107,5.465669412220948e-05,0.5094162186383753,67.44
1,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,114,0.00013937227544009252,0.1715303300595157,53.38
1,325311,Nitrogenous Fertilizer Manufacturing,196,5.174832469316244e-05,-0.8999244250321263,19.87
1,325312,Phosphatic Fertilizer Manufacturing,41,3.3678573802633485e-05,-0.6190791481648095,27.91
1,325314,Fertilizer (Mixing Only) Manufacturing,282,4.335019285070707e-05,-0.6848528169681654,26.53
1,325315,Compost Manufacturing,82,7.073016777149904e-06,0.4588115313360083,65.22
1,325320,Pesticide and Other Agricultural Chemical Manufacturing,176,8.156628187696228e-05,-0.3754137924293052,34.78
1,325411,Medicinal and Botanical Manufacturing,207,0.0002605830171279899,0.2843395954564705,58.25
1,325412,Pharmaceutical Preparation Manufacturing,211,0.00133259536853125,0.7090222237783971,75.58
1,325413,In-Vitro Diagnostic Substance Manufacturing,85,0.00016314403661163283,1.890350932883045,97.78
1,325414,Biological Product (except Diagnostic) Manufacturing,99,0.0002677822353399308,1.0742865889291424,85.84
1,325510,Paint and Coating Manufacturing,311,0.0002467410143029593,0.26503542368032673,57.51
1,325520,Adhesive Manufacturing,168,0.0001384372375368683,1.284896577130383,90.8
1,325611,Soap and Other Detergent Manufacturing,208,0.00016662031249723935,0.4887244772742295,66.6
1,325612,Polish and Other Sanitation Good Manufacturing,181,0.0001520211010634628,0.6511644836554268,73.36
1,325613,Surface Active Agent Manufacturing,70,2.7466021353604006e-05,1.2324002281225221,89.64
1,325620,Toilet Preparation Manufacturing,212,0.00032837039689731707,0.8947754840019014,80.87
1,325910,Printing Ink Manufacturing,146,4.3774688585913154e-05,1.2164848970409028,89.32
1,325920,Explosives Manufacturing,70,4.085484629915784e-05,-0.44019378051017793,32.98
1,325991,Custom Compounding of Purchased Resins,185,9.914843631488965e-05,0.3918557635602031,62.26
1,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",104,3.5210200306687845e-05,0.22962133696077694,55.6
1,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,405,0.00024955186444148604,-0.08133259293850006,45.24
1,326111,Plastics Bag and Pouch Manufacturing,157,0.00022692165261191882,0.8884942771369281,80.55
1,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,133,0.00014076049122279345,1.1526586574372024,87.53
1,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,194,0.00020758415094462577,0.6018472303729296,71.35
1,326121,Unlaminated Plastics Profile Shape Manufacturing,174,0.00012836980489785933,1.1452684037554486,87.1
1,326122,Plastics Pipe and Pipe Fitting Manufacturing,253,0.00018644541061713397,-0.2936149750927321,37.32
1,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",165,0.00011654702502948468,1.0027716764951726,83.4
1,326140,Polystyrene Foam Product Manufacturing,194,0.00016841007829972984,0.4899196584034055,66.7
1,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,259,0.00021425561770198613,0.6651069674392613,74.0
1,326160,Plastics Bottle Manufacturing,196,0.0002002300491536232,0.7143948156351212,75.79
1,326191,Plastics Plumbing Fixture Manufacturing,132,8.643077354526975e-05,0.7963234365465971,78.33
1,326199,All Other Plastics Product Manufacturing,683,0.0017202919126380434,-0.5056094329117692,30.87
1,326211,Tire Manufacturing (except Retreading),72,0.0002953285666974927,0.3766089648965426,61.63
1,326212,Tire Retreading,140,3.739577970011373e-05,0.2649460131290161,57.4
1,326220,Rubber and Plastics Hoses and Belting Manufacturing,158,0.00013224189437440124,0.4417989474728034,63.95
1,326291,Rubber Product Manufacturing for Mechanical Use,174,0.0001582565992279088,0.47737836294554226,66.07
1,326299,All Other Rubber Product Manufacturing,212,0.00014183320341851693,0.15438774524344728,52.64
1,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",437,9.633758617636292e-05,-0.34475602270418615,35.84
1,327120,Clay Building Material and Refractories Manufacturing,257,0.00012737740270609376,-0.3271648753512874,36.26
1,327211,Flat Glass Manufacturing,77,6.746040332464142e-05,0.8968310562878486,81.08
1,327212,Other Pressed and Blown Glass and Glassware Manufacturing,199,6.996722273389893e-05,-0.22906152148198514,39.85
1,327213,Glass Container Manufacturing,57,6.492490177111323e-05,0.27925036687438004,58.14
1,327215,Glass Product Manufacturing Made of Purchased Glass,333,0.0002709430076385598,-0.1969797398669284,41.54
1,327310,Cement Manufacturing,171,8.812875648609406e-05,0.37862052059794976,61.84
1,327320,Ready-Mix Concrete Manufacturing,1198,0.0006184845497664,-1.3621502092484625,9.41
1,327331,Concrete Block and Brick Manufacturing,319,0.00010852176106254816,0.5889378300642715,71.14
1,327332,Concrete Pipe Manufacturing,150,5.762816426865202e-05,1.1967466329472225,89.01
1,327390,Other Concrete Product Manufacturing,539,0.0003310837277453235,-0.21730328960823675,40.17
1,327410,Lime Manufacturing,71,2.4408504774349426e-05,-0.14011928905645626,42.6
1,327420,Gypsum Product Manufacturing,114,7.098830706993517e-05,0.366520103542507,60.68
1,327910,Abrasive Product Manufacturing,158,5.750196283386102e-05,1.0140632395729647,83.83
1,327991,Cut Stone and Stone Product Manufacturing,611,0.0002110604268302323,-0.25321882712433097,38.79
1,327992,Ground or Treated Mineral and Earth Manufacturing,117,3.9420739085623796e-05,0.0023673392820002586,48.1
1,327993,Mineral Wool Manufacturing,162,0.00010100130283477564,0.3451354111676696,60.15
1,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,236,7.422938937252211e-05,-0.1404690792226493,42.49
1,331110,Iron and Steel Mills and Ferroalloy Manufacturing,229,0.0004933845093153983,-0.3334248173015962,36.15
1,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,203,0.00016025861289800233,-0.0025648245248364346,47.78
1,331221,Rolled Steel Shape Manufacturing,182,0.0001259260862059973,0.41306967739537404,62.68
1,331222,Steel Wire Drawing,134,5.9699015084995175e-05,0.16656335138603334,53.07
1,331313,Alumina Refining and Primary Aluminum Production,62,4.472693577569976e-05,0.10498125608371475,50.95
1,331314,Secondary Smelting and Alloying of Aluminum,71,3.2818109474513056e-05,0.3568570694257387,60.57
1,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",76,0.00010837835034119476,0.5528469864024772,69.45
1,331318,"Other Aluminum Rolling, Drawing, and Extruding",148,0.00015555474123761067,0.5465073096816179,69.24
1,331410,Nonferrous Metal (except Aluminum) Smelting and Refining,62,4.709034446360386e-05,0.6996425409159295,75.48
1,331420,"Copper Rolling, Drawing, Extruding, and Alloying",131,0.00016523783314339254,0.7324175119144668,76.32
1,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",130,8.912689510671375e-05,0.7499251178335137,76.74
1,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",104,6.011203796249298e-05,0.7524583529263993,76.96
1,331511,Iron Foundries,183,0.00019064447653836165,-0.08169488777023817,45.14
1,331512,Steel Investment Foundries,61,6.335312026507992e-05,1.261949086130285,90.17
1,331513,Steel Foundries (except Investment),104,6.355963170382882e-05,0.4207757293230041,62.9
1,331523,Nonferrous Metal Die-Casting Foundries,127,0.00011960454160873925,0.4369557097847931,63.53
1,331524,Aluminum Foundries (except Die-Casting),158,8.854177936359187e-05,0.6144329963695897,72.41
1,331529,Other Nonferrous Metal Foundries (except Die-Casting),124,7.611093803667877e-05,0.45384236715147275,64.69
1,332111,Iron and Steel Forging,173,0.00011681663718562908,0.3710277531539288,61.1
1,332112,Nonferrous Forging,48,3.95641498069772e-05,1.7488974868902856,97.15
1,332114,Custom Roll Forming,101,3.465950313669077e-05,0.6038480860906354,71.56
1,332117,Powder Metallurgy Part Manufacturing,68,4.690104231141737e-05,1.2728898798013815,90.59
1,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",265,0.00027464874067833177,0.5899464711859627,71.25
1,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",150,5.5803979893036715e-05,0.15854506132425894,52.96
1,332216,Saw Blade and Handtool Manufacturing,268,0.0001478564537153599,0.11828406642737205,51.48
1,332311,Prefabricated Metal Building and Component Manufacturing,444,0.00021956755082091624,-0.8630113349995776,20.72
1,332312,Fabricated Structural Metal Manufacturing,644,0.0005780541992024482,-0.47547964756161176,31.82
1,332313,Plate Work Manufacturing,493,0.0002825248574950608,-0.5401720123402193,29.49
1,332321,Metal Window and Door Manufacturing,254,0.0003923487879074978,0.048060203794352566,49.47
1,332322,Sheet Metal Work Manufacturing,581,0.0006713858966592439,-0.2810986854086684,37.74
1,332323,Ornamental and Architectural Metal Work Manufacturing,493,0.0002645640987527604,-0.20808354808642368,40.7
1,332410,Power Boiler and Heat Exchanger Manufacturing,150,0.000130716004299201,0.7734111258371142,77.7
1,332420,Metal Tank (Heavy Gauge) Manufacturing,368,0.00022263080382902496,-0.2900818563458327,37.53
1,332431,Metal Can Manufacturing,126,0.00012440593255965123,1.409627147368991,93.66
1,332439,Other Metal Container Manufacturing,171,8.413046557476114e-05,0.4585863657543542,65.12
1,332510,Hardware Manufacturing,200,0.00013182887149690344,0.5103279620512202,67.55
1,332613,Spring Manufacturing,147,8.905805796046412e-05,1.2691089134789482,90.49
1,332618,Other Fabricated Wire Product Manufacturing,303,0.0001396246783096745,-0.0768380669408404,45.45
1,332710,Machine Shops,1029,0.0015385905286832802,-1.048412319234887,17.23
1,332721,Precision Turned Product Manufacturing,286,0.00022667498617119097,0.3686743564708245,60.89
1,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",179,0.0002061959351619248,0.9203680516749752,81.71
1,332811,Metal Heat Treating,182,0.00010495943874412959,1.1998242308965967,89.11
