geo_aggregation_level,industry_code,industry_description,industry_ubiquity,industry_employment_share_nation,industry_complexity,industry_complexity_percentile
3,311230,Breakfast Cereal Manufacturing,50,7.60535737481374e-05,0.6845884443222185,78.12
3,311313,Beet Sugar Manufacturing,14,3.9397793370207254e-05,-1.0968585727276219,11.52
3,311314,Cane Sugar Manufacturing,20,3.8307871887921376e-05,1.6697301073542083,93.66
3,311340,Nonchocolate Confectionery Manufacturing,92,0.00015557195052417306,0.3463931704803273,70.08
3,311351,Chocolate and Confectionery Manufacturing from Cacao Beans,58,6.029560368582534e-05,1.0751946688269847,85.62
3,311352,Confectionery Manufacturing from Purchased Chocolate,140,0.00018771316139389805,0.4497498112585027,73.36
3,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",65,0.0001742899178752194,-0.24624819270811246,44.5
3,311412,Frozen Specialty Food Manufacturing,106,0.000373189115534683,-0.6471525887046579,27.17
3,311421,Fruit and Vegetable Canning,166,0.0003220431158712049,-0.3274466680237683,40.59
3,311422,Specialty Canning,37,6.899776625754991e-05,0.0636050721798681,58.35
3,311423,Dried and Dehydrated Food Manufacturing,63,7.677062735490443e-05,-0.4899091458565469,33.3
3,311511,Fluid Milk Manufacturing,140,0.0003279172190178403,-0.12790718193548611,50.53
3,311512,Creamery Butter Manufacturing,26,2.2010677513320505e-05,0.44642309494283583,73.15
3,311513,Cheese Manufacturing,112,0.0003601215306049608,-0.8514492157979658,19.03
3,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",64,0.00011689121076073284,-0.5969906193887822,29.28
3,311520,Ice Cream and Frozen Dessert Manufacturing,94,0.00015060420313649115,0.3131455961635645,69.24
3,311611,Animal (except Poultry) Slaughtering,167,0.0008722412165579678,-2.139479065135754,0.21
3,311612,Meat Processed from Carcasses,195,0.0008866339165529955,-1.4651596000051534,4.86
3,311613,Rendering and Meat Byproduct Processing,74,4.806553736880701e-05,-1.1863542700264544,9.73
3,311615,Poultry Processing,122,0.0014251354388061749,-1.609686527687916,2.75
3,311710,Seafood Product Preparation and Packaging,60,0.00018712804565077616,0.35822598959520807,70.61
3,311811,Retail Bakeries,260,0.0007375441306339963,-0.09717295237020253,52.01
3,311812,Commercial Bakeries,171,0.0008920089503893211,0.26597706567127566,66.81
3,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",50,8.127372400540133e-05,1.2697550521675935,88.27
3,311821,Cookie and Cracker Manufacturing,93,0.00022534413467703137,0.0023171815318126223,55.92
3,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",88,0.00012776747986817502,0.43052806733225585,72.09
3,311830,Tortilla Manufacturing,78,0.0001257195747672484,0.1728233458481048,63.0
3,311911,Roasted Nuts and Peanut Butter Manufacturing,58,9.644084189573737e-05,-0.04072424479528832,53.7
3,311919,Other Snack Food Manufacturing,97,0.0002857085755091063,-0.07581264520048467,52.64
3,311920,Coffee and Tea Manufacturing,145,0.00016804868328191926,0.7879383054950075,80.23
3,311930,Flavoring Syrup and Concentrate Manufacturing,34,5.8006768573025006e-05,1.4717432271204647,91.12
3,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",89,0.0001232127553579909,0.32958389609506705,69.66
3,311942,Spice and Extract Manufacturing,94,0.00016882310117722764,0.2907991933237457,68.29
3,311991,Perishable Prepared Food Manufacturing,105,0.000403477459884522,0.6010880991076734,76.11
3,311999,All Other Miscellaneous Food Manufacturing,136,0.0002526724817381361,-0.45413587816131173,34.67
3,312111,Soft Drink Manufacturing,163,0.0004735192561935247,0.02617157902932552,56.45
3,312112,Bottled Water Manufacturing,144,0.0001267463955321388,0.11396469746504495,60.57
3,312113,Ice Manufacturing,163,4.600615941017213e-05,-0.2325008408249126,45.67
3,312120,Breweries,293,0.0006408164672955521,0.2813725998594118,67.76
3,312130,Wineries,184,0.00046084174842588374,-0.30227293475196465,41.65
3,312140,Distilleries,155,0.00015861799424571937,0.5393474174786854,74.74
3,312230,Tobacco Manufacturing,41,6.208536948831582e-05,0.1465503018442942,61.95
3,313110,"Fiber, Yarn, and Thread Mills",50,0.0001226391124725773,-1.0026484394720758,14.8
3,313210,Broadwoven Fabric Mills,74,0.00011414346133960162,-0.8581330347639297,18.71
3,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,56,3.220431158712049e-05,0.10366492539859859,60.15
3,313230,Nonwoven Fabric Mills,78,8.97062744209815e-05,0.012457855266557006,56.34
3,313240,Knit Fabric Mills,36,2.5641836977988704e-05,0.08781359931012221,59.51
3,313310,Textile and Fabric Finishing Mills,116,0.0001001867299374883,-0.41092874662968826,37.1
3,313320,Fabric Coating Mills,68,3.675903609730461e-05,0.3112503377197855,69.03
3,314110,Carpet and Rug Mills,25,0.00015349536327897577,-1.015120068761618,14.59
3,314120,Curtain and Linen Mills,110,8.756085002953458e-05,0.056873343390944235,57.93
3,314910,Textile Bag and Canvas Mills,200,0.00014142591696987325,-0.29598764189297705,41.97
3,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",58,2.968028289130057e-05,-0.11656740198097067,51.27
3,314999,All Other Miscellaneous Textile Product Mills,233,0.0001906215308229451,-0.7669827195579032,22.09
3,315120,Apparel Knitting Mills,40,3.754492685032127e-05,0.12240317843831197,61.1
3,315210,Cut and Sew Apparel Contractors,91,0.0001564324148522935,-0.5136364576001959,32.24
3,315250,Cut and Sew Apparel Manufacturing (except Contractors),105,0.0002780905979908135,-0.0414075569442058,53.59
3,315990,Apparel Accessories and Other Apparel Manufacturing,124,8.376907055695057e-05,-0.027303048730073432,54.33
3,316110,Leather and Hide Tanning and Finishing,108,2.2957188274252973e-05,-1.0263622170684195,14.06
3,316210,Footwear Manufacturing,69,7.423512580137624e-05,-0.4506103745692843,34.88
3,316990,Other Leather and Allied Product Manufacturing,163,7.607651946355395e-05,-0.2695765483457766,43.23
3,321113,Sawmills,295,0.0004699856160193768,-1.342159100806368,6.03
3,321114,Wood Preservation,129,6.635900898464727e-05,-0.9863919320028883,15.12
3,321211,Hardwood Veneer and Plywood Manufacturing,81,7.491776083501844e-05,-0.7447070133350276,23.04
3,321212,Softwood Veneer and Plywood Manufacturing,33,8.522612348590115e-05,-0.4131634012542703,36.89
3,321215,Engineered Wood Member Manufacturing,251,0.000229204751295865,-0.7678625483689134,21.88
3,321219,Reconstituted Wood Product Manufacturing,74,8.214566119123003e-05,-0.6884553636134281,25.16
3,321911,Wood Window and Door Manufacturing,132,0.000331232874895531,-0.7954395636288221,20.61
3,321912,"Cut Stock, Resawing Lumber, and Planing",134,7.645512376792694e-05,-1.140578937595123,10.68
3,321918,Other Millwork (including Flooring),197,0.00021076213252981722,-0.755159223565978,22.41
3,321920,Wood Container and Pallet Manufacturing,301,0.0003993816496826688,-1.5617657400237488,3.7
3,321991,Manufactured Home (Mobile Home) Manufacturing,80,0.00017872991380832082,-1.0487956994525989,13.53
3,321992,Prefabricated Wood Building Manufacturing,170,0.00010904377608827456,-0.7268888010650127,23.68
3,321999,All Other Miscellaneous Wood Product Manufacturing,303,0.00020311547286725368,-1.0899884933423492,11.84
3,322110,Pulp Mills,30,2.6238425578818864e-05,-0.9471968612762612,15.86
3,322120,Paper Mills,98,0.0002895347735548152,-0.5566910012634728,30.66
3,322130,Paperboard Mills,70,0.00018880881930503806,-0.621361146147341,28.12
3,322211,Corrugated and Solid Fiber Box Manufacturing,225,0.0006080958771115594,-0.8684590481054493,18.39
3,322212,Folding Paperboard Box Manufacturing,94,0.00016644821963161525,0.08713574227100523,59.2
3,322219,Other Paperboard Container Manufacturing,88,0.0001501854438301392,-0.6284697619699474,27.48
3,322220,Paper Bag and Coated and Treated Paper Manufacturing,136,0.0003133868447303134,-0.3901878993302015,37.95
3,322230,Stationery Product Manufacturing,77,7.595031802876295e-05,0.1523939107580489,62.16
3,322291,Sanitary Paper Product Manufacturing,62,0.00016512884099516393,-0.4202896710830469,36.26
3,322299,All Other Converted Paper Product Manufacturing,97,0.0001028197507815368,-0.4189009625005027,36.47
3,323111,Commercial Printing (except Screen and Books),231,0.0015173427962075596,-0.7254932397987987,23.89
3,323113,Commercial Screen Printing,290,0.00046085895771244616,-0.7274866374045171,23.57
3,323117,Books Printing,80,7.555450443782756e-05,0.43304465508946394,72.3
3,323120,Support Activities for Printing,98,9.54771218482425e-05,0.20328523486196173,63.95
3,324110,Petroleum Refineries,74,0.0003719213647579189,-0.6690959957224628,26.0
3,324121,Asphalt Paving Mixture and Block Manufacturing,180,0.00010272223149101648,-0.8152328828650263,20.08
3,324122,Asphalt Shingle and Coating Materials Manufacturing,64,7.890457888864309e-05,0.18117287198053145,63.11
3,324191,Petroleum Lubricating Oil and Grease Manufacturing,84,6.383498028882735e-05,-0.05950212621835197,53.07
3,324199,All Other Petroleum and Coal Products Manufacturing,48,2.6691603458295625e-05,-0.2834116632200323,42.18
3,325110,Petrochemical Manufacturing,29,0.00015122373745273784,-1.2458456348105027,7.72
3,325120,Industrial Gas Manufacturing,98,0.00012678655053411774,-0.22338998869897198,46.09
3,325130,Synthetic Dye and Pigment Manufacturing,62,5.582692560845326e-05,0.32470020482373135,69.56
3,325180,Other Basic Inorganic Chemical Manufacturing,131,0.0002394155946562274,-0.8549202823080987,18.92
3,325193,Ethyl Alcohol Manufacturing,87,6.142568017009016e-05,-1.6299479423219139,2.33
3,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",36,1.8557347343130527e-05,-0.49357553000858995,33.09
3,325199,All Other Basic Organic Chemical Manufacturing,135,0.00024211171621767142,-0.3434917506138951,39.75
3,325211,Plastics Material and Resin Manufacturing,141,0.00035728773475101754,-0.722381179439129,24.1
3,325212,Synthetic Rubber Manufacturing,59,5.465669412220948e-05,0.05811796978843376,58.03
3,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,61,0.00013937227544009252,-0.5103275121755961,32.35
3,325311,Nitrogenous Fertilizer Manufacturing,105,5.174832469316244e-05,-0.8901144468539263,17.34
3,325312,Phosphatic Fertilizer Manufacturing,25,3.3678573802633485e-05,-0.6264058647988413,27.59
3,325314,Fertilizer (Mixing Only) Manufacturing,157,4.335019285070707e-05,-0.65518706300699,27.06
3,325315,Compost Manufacturing,52,7.073016777149904e-06,0.7932756039095016,80.34
3,325320,Pesticide and Other Agricultural Chemical Manufacturing,89,8.156628187696228e-05,-0.5377593540562982,31.82
3,325411,Medicinal and Botanical Manufacturing,101,0.0002605830171279899,0.8481642708221163,81.18
3,325412,Pharmaceutical Preparation Manufacturing,89,0.00133259536853125,0.6085884650353387,76.43
3,325413,In-Vitro Diagnostic Substance Manufacturing,43,0.00016314403661163283,2.2036956722972576,96.93
3,325414,Biological Product (except Diagnostic) Manufacturing,49,0.0002677822353399308,1.5147606595151724,91.75
3,325510,Paint and Coating Manufacturing,143,0.0002467410143029593,-0.8638127794920817,18.5
3,325520,Adhesive Manufacturing,82,0.0001384372375368683,0.22943289510059717,65.12
3,325611,Soap and Other Detergent Manufacturing,92,0.00016662031249723935,-0.46610260580147594,34.36
3,325612,Polish and Other Sanitation Good Manufacturing,85,0.0001520211010634628,-0.23204632233335293,45.77
3,325613,Surface Active Agent Manufacturing,42,2.7466021353604006e-05,0.16142838463437553,62.68
3,325620,Toilet Preparation Manufacturing,93,0.00032837039689731707,0.9064052367922034,82.77
3,325910,Printing Ink Manufacturing,57,4.3774688585913154e-05,0.2751314645394259,67.23
3,325920,Explosives Manufacturing,42,4.085484629915784e-05,-0.41130577057934464,37.0
3,325991,Custom Compounding of Purchased Resins,100,9.914843631488965e-05,-0.6156622764568535,28.65
3,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",47,3.5210200306687845e-05,-0.3703163476482079,38.69
3,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,176,0.00024955186444148604,-0.4938245847458831,32.98
3,326111,Plastics Bag and Pouch Manufacturing,92,0.00022692165261191882,-0.3386359705563194,39.85
3,326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,81,0.00014076049122279345,-0.6187246592468166,28.44
3,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,115,0.00020758415094462577,-0.7060279454550533,24.95
3,326121,Unlaminated Plastics Profile Shape Manufacturing,105,0.00012836980489785933,0.07308758419977206,58.67
3,326122,Plastics Pipe and Pipe Fitting Manufacturing,144,0.00018644541061713397,-0.9445520817293711,15.96
3,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",96,0.00011654702502948468,0.1407747636860077,61.63
3,326140,Polystyrene Foam Product Manufacturing,104,0.00016841007829972984,-0.4248936443087948,35.94
3,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,145,0.00021425561770198613,-0.3705116418570665,38.58
3,326160,Plastics Bottle Manufacturing,111,0.0002002300491536232,-0.3608852189698646,39.11
3,326191,Plastics Plumbing Fixture Manufacturing,74,8.643077354526975e-05,0.2858782464271715,67.97
3,326199,All Other Plastics Product Manufacturing,302,0.0017202919126380434,-1.249895687428074,7.61
3,326211,Tire Manufacturing (except Retreading),55,0.0002953285666974927,-0.9519300193867619,15.75
3,326212,Tire Retreading,84,3.739577970011373e-05,-0.49694447163123834,32.88
3,326220,Rubber and Plastics Hoses and Belting Manufacturing,96,0.00013224189437440124,-0.5995418281279931,29.07
3,326291,Rubber Product Manufacturing for Mechanical Use,97,0.0001582565992279088,-0.7737353309577654,21.46
3,326299,All Other Rubber Product Manufacturing,105,0.00014183320341851693,-0.36552633742315144,38.79
3,327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",173,9.633758617636292e-05,0.08067705614467158,58.99
3,327120,Clay Building Material and Refractories Manufacturing,114,0.00012737740270609376,-0.3938642007736169,37.53
3,327211,Flat Glass Manufacturing,45,6.746040332464142e-05,0.3011996902771346,68.6
3,327212,Other Pressed and Blown Glass and Glassware Manufacturing,83,6.996722273389893e-05,0.12617461637990607,61.21
3,327213,Glass Container Manufacturing,38,6.492490177111323e-05,-0.20406224412990323,46.93
3,327215,Glass Product Manufacturing Made of Purchased Glass,126,0.0002709430076385598,-0.2805040808042984,42.49
3,327310,Cement Manufacturing,107,8.812875648609406e-05,0.07304161244042777,58.56
3,327320,Ready-Mix Concrete Manufacturing,453,0.0006184845497664,-1.0929073882635831,11.63
3,327331,Concrete Block and Brick Manufacturing,194,0.00010852176106254816,-0.11821802056262043,51.16
3,327332,Concrete Pipe Manufacturing,92,5.762816426865202e-05,0.4406322524647046,72.73
3,327390,Other Concrete Product Manufacturing,245,0.0003310837277453235,-0.6200634254742701,28.22
3,327410,Lime Manufacturing,47,2.4408504774349426e-05,-0.13396231469309552,50.32
3,327420,Gypsum Product Manufacturing,51,7.098830706993517e-05,0.36156283577796233,70.82
3,327910,Abrasive Product Manufacturing,78,5.750196283386102e-05,0.28060787200344456,67.65
3,327991,Cut Stone and Stone Product Manufacturing,277,0.0002110604268302323,-0.24559092649620237,44.71
3,327992,Ground or Treated Mineral and Earth Manufacturing,58,3.9420739085623796e-05,-0.8347007654685541,19.66
3,327993,Mineral Wool Manufacturing,98,0.00010100130283477564,-0.5460508731592588,31.61
3,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,103,7.422938937252211e-05,-0.17149708913923836,48.31
3,331110,Iron and Steel Mills and Ferroalloy Manufacturing,105,0.0004933845093153983,-1.0720071294320852,12.37
3,331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,112,0.00016025861289800233,-0.7142392036338711,24.52
3,331221,Rolled Steel Shape Manufacturing,105,0.0001259260862059973,-0.3917565385262996,37.63
3,331222,Steel Wire Drawing,73,5.9699015084995175e-05,-0.738536445000509,23.26
3,331313,Alumina Refining and Primary Aluminum Production,32,4.472693577569976e-05,-0.005786374581600459,55.71
3,331314,Secondary Smelting and Alloying of Aluminum,45,3.2818109474513056e-05,-0.77255651121458,21.56
3,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",45,0.00010837835034119476,-0.6415111675163038,27.38
3,331318,"Other Aluminum Rolling, Drawing, and Extruding",87,0.00015555474123761067,-0.24589435987650704,44.61
3,331410,Nonferrous Metal (except Aluminum) Smelting and Refining,43,4.709034446360386e-05,0.24952550182956806,65.96
3,331420,"Copper Rolling, Drawing, Extruding, and Alloying",88,0.00016523783314339254,-0.26689657658471017,43.34
3,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",67,8.912689510671375e-05,0.05917674314816873,58.14
3,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",65,6.011203796249298e-05,-0.1716972680487943,48.2
3,331511,Iron Foundries,106,0.00019064447653836165,-1.2439410852323871,7.82
3,331512,Steel Investment Foundries,36,6.335312026507992e-05,0.5370495354016808,74.52
3,331513,Steel Foundries (except Investment),64,6.355963170382882e-05,-0.13529426710889508,50.0
3,331523,Nonferrous Metal Die-Casting Foundries,82,0.00011960454160873925,-0.6784828290893506,25.58
3,331524,Aluminum Foundries (except Die-Casting),92,8.854177936359187e-05,-0.13867982667168535,49.79
3,331529,Other Nonferrous Metal Foundries (except Die-Casting),72,7.611093803667877e-05,-0.3438125329393921,39.64
3,332111,Iron and Steel Forging,94,0.00011681663718562908,-0.7380950312435839,23.36
3,332112,Nonferrous Forging,33,3.95641498069772e-05,0.28653083906818216,68.08
3,332114,Custom Roll Forming,60,3.465950313669077e-05,0.06242736837281786,58.25
3,332117,Powder Metallurgy Part Manufacturing,44,4.690104231141737e-05,0.29221113997620873,68.5
3,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",152,0.00027464874067833177,-0.9009152006444475,17.02
3,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",81,5.5803979893036715e-05,-0.11554285259273607,51.37
3,332216,Saw Blade and Handtool Manufacturing,132,0.0001478564537153599,-0.37131995973801646,38.48
3,332311,Prefabricated Metal Building and Component Manufacturing,212,0.00021956755082091624,-1.2255750123562779,8.67
3,332312,Fabricated Structural Metal Manufacturing,301,0.0005780541992024482,-1.2426103984930719,7.93
3,332313,Plate Work Manufacturing,245,0.0002825248574950608,-1.1607024664710517,10.25
3,332321,Metal Window and Door Manufacturing,148,0.0003923487879074978,-0.7089696352423065,24.74
3,332322,Sheet Metal Work Manufacturing,262,0.0006713858966592439,-0.9850133107074291,15.22
3,332323,Ornamental and Architectural Metal Work Manufacturing,220,0.0002645640987527604,-0.16253472384337486,48.73
3,332410,Power Boiler and Heat Exchanger Manufacturing,88,0.000130716004299201,-0.22998980352129506,45.88
3,332420,Metal Tank (Heavy Gauge) Manufacturing,193,0.00022263080382902496,-1.0659012935871017,12.79
3,332431,Metal Can Manufacturing,88,0.00012440593255965123,-0.23864129029475417,45.14
3,332439,Other Metal Container Manufacturing,93,8.413046557476114e-05,-0.5508529283821101,31.29
3,332510,Hardware Manufacturing,106,0.00013182887149690344,-0.36243992758350463,39.01
3,332613,Spring Manufacturing,78,8.905805796046412e-05,0.0745116015081192,58.77
3,332618,Other Fabricated Wire Product Manufacturing,141,0.0001396246783096745,-0.6239350778511626,27.91
3,332710,Machine Shops,387,0.0015385905286832802,-1.341332897794532,6.13
3,332721,Precision Turned Product Manufacturing,144,0.00022667498617119097,-0.45026193228619693,34.99
3,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",92,0.0002061959351619248,-0.11228382756849878,51.59
