geo_aggregation_level,industry_code,industry_complexity,industry_ubiquity,industry_centrality,industry_description
1,221330,1.8825891717148102,74,0.0005292240868349891,Steam and Air-Conditioning Supply
1,236115,-1.5042367211251648,1552,0.001495888019909725,New Single-Family Housing Construction (except For-Sale Builders)
1,236116,0.1583800080990384,387,0.0012917025960480014,New Multifamily Housing Construction (except For-Sale Builders)
1,236117,-1.071874643966237,958,0.001494368490000412,New Housing For-Sale Builders
1,236118,-1.3303016008876845,1406,0.0015261273589344344,Residential Remodelers
1,236210,-1.1140217184801053,579,0.0012113792546622636,Industrial Building Construction
1,236220,-1.175405875410238,925,0.0014230632908909658,Commercial and Institutional Building Construction
1,237110,-1.597243849826304,1187,0.0014235643586543692,Water and Sewer Line and Related Structures Construction
1,237120,-1.5932843780094834,498,0.0010724915596667286,Oil and Gas Pipeline and Related Structures Construction
1,237130,-1.3104352053230537,889,0.001385771490402523,Power and Communication Line and Related Structures Construction
1,237210,-1.1612544526178448,631,0.0012724620631044024,Land Subdivision
1,237310,-1.0069842811507437,990,0.0015006551477337253,"Highway, Street, and Bridge Construction"
1,237990,-1.519160113318403,946,0.0013488161472796842,Other Heavy and Civil Engineering Construction
1,238110,-1.5061182643987736,1253,0.0014852222750342074,Poured Concrete Foundation and Structure Contractors
1,238120,-0.8684514220580576,655,0.001396042050316492,Structural Steel and Precast Concrete Contractors
1,238130,-1.4622570085902828,908,0.001405729729836996,Framing Contractors
1,238140,-1.104821616707757,1038,0.0015213877919530122,Masonry Contractors
1,238150,-0.08895019595215388,635,0.0015474731582138077,Glass and Glazing Contractors
1,238160,-0.7629896317040766,831,0.0015576135719007403,Roofing Contractors
1,238170,-1.2699188084799995,1220,0.0015332945972422356,Siding Contractors
1,238190,-1.468837452858811,1014,0.0014305950143482474,"Other Foundation, Structure, and Building Exterior Contractors"
1,238210,-0.9394860924357918,919,0.0015381354364477663,Electrical Contractors and Other Wiring Installation Contractors
1,238220,-0.6568422282753982,1011,0.0016476411166006935,"Plumbing, Heating, and Air-Conditioning Contractors"
1,238290,-1.1396133406495625,838,0.0014003306772652061,Other Building Equipment Contractors
1,238310,-0.8562614215306615,749,0.0014750743061117356,Drywall and Insulation Contractors
1,238320,-0.927659554405757,1039,0.0015631957168603533,Painting and Wall Covering Contractors
1,238330,-1.0677916304118404,1054,0.001548902446353785,Flooring Contractors
1,238340,-0.5604404394556058,684,0.0014970967623184612,Tile and Terrazzo Contractors
1,238350,-1.3272966767495382,1337,0.0015463765585733533,Finish Carpentry Contractors
1,238390,-0.26620724362571097,594,0.0014914941835174034,Other Building Finishing Contractors
1,238910,-1.7923234151555745,2171,0.0014302902325636563,Site Preparation Contractors
1,238990,-1.4483025684683057,1437,0.001529645531868195,All Other Specialty Trade Contractors
1,311111,-0.26402705002186083,226,0.0008647841115085252,Dog and Cat Food Manufacturing
1,311119,-1.6598490669443895,735,0.001219703432478216,Other Animal Food Manufacturing
1,311211,-0.8368076636606117,225,0.0007960058746966597,Flour Milling
1,311212,-1.5193815584307613,59,0.00022166586139062564,Rice Milling
1,311213,0.23311886965891715,73,0.00038946859062683885,Malt Manufacturing
1,311221,-0.8942877672967566,55,0.0002444898139329811,Wet Corn Milling and Starch Manufacturing
1,311224,-1.4747453609357448,188,0.0005971431341221135,Soybean and Other Oilseed Processing
1,311225,-0.3812648034679499,143,0.0006630868792234942,Fats and Oils Refining and Blending
1,311230,-0.2069287949492832,101,0.0005026162660145314,Breakfast Cereal Manufacturing
1,311313,-1.513456727540888,27,0.00012224808482508263,Beet Sugar Manufacturing
1,311314,0.5208349053241993,33,0.00020196181960370206,Cane Sugar Manufacturing
1,311340,0.5700811631968595,179,0.0008934711780302621,Nonchocolate Confectionery Manufacturing
1,311351,1.4986309535517406,97,0.0006367039899087558,Chocolate and Confectionery Manufacturing from Cacao Beans
1,311352,0.5203243333739688,290,0.0011654519192364177,Confectionery Manufacturing from Purchased Chocolate
1,311411,-0.09635336649115736,97,0.0004764771226929526,"Frozen Fruit, Juice, and Vegetable Manufacturing"
1,311412,0.4363738842624184,192,0.00093915264797139,Frozen Specialty Food Manufacturing
1,311421,-0.21812004851600572,297,0.0010519925418105078,Fruit and Vegetable Canning
1,311422,0.7852891499650021,57,0.00036344172193251127,Specialty Canning
1,311423,-0.27507570066888537,108,0.000547843844755897,Dried and Dehydrated Food Manufacturing
1,311511,0.5164447636398541,251,0.0011058733278525863,Fluid Milk Manufacturing
1,311512,0.4430363969155615,46,0.0002848382057879907,Creamery Butter Manufacturing
1,311513,-0.903509596071609,228,0.0007688332760900137,Cheese Manufacturing
1,311514,-0.7517688957531293,126,0.0005199511307016195,"Dry, Condensed, and Evaporated Dairy Product Manufacturing"
1,311520,-0.19752681809422562,212,0.0008765849141217413,Ice Cream and Frozen Dessert Manufacturing
1,311611,-2.3069854404174523,557,0.0009300602099839005,Animal (except Poultry) Slaughtering
1,311612,-1.244942354773026,510,0.0011529874427463668,Meat Processed from Carcasses
1,311613,-1.0645411128924527,170,0.000623331716979661,Rendering and Meat Byproduct Processing
1,311615,-1.2634992797120865,239,0.000715917031548576,Poultry Processing
1,311710,-0.45885187359086754,174,0.0006492666033441936,Seafood Product Preparation and Packaging
1,311811,-0.4073568100193032,659,0.001452920947797416,Retail Bakeries
1,311812,0.794107290592787,336,0.001345595143060117,Commercial Bakeries
1,311813,1.3235921890536566,100,0.0006739090557988883,"Frozen Cakes, Pies, and Other Pastries Manufacturing"
1,311821,1.1254670863490752,138,0.0008221468443622908,Cookie and Cracker Manufacturing
1,311824,1.1723284518405823,165,0.000971698536064254,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour"
1,311830,0.3753760514374775,114,0.0006592493955233515,Tortilla Manufacturing
1,311911,0.7660064130050803,101,0.0005987804710506125,Roasted Nuts and Peanut Butter Manufacturing
1,311919,0.6081434231547328,155,0.0008324179577659548,Other Snack Food Manufacturing
1,311920,0.45512571626775045,277,0.0011505278379901568,Coffee and Tea Manufacturing
1,311930,2.2255853189379295,76,0.0006083107087988458,Flavoring Syrup and Concentrate Manufacturing
1,311941,0.9956625890204026,129,0.0007636436556266784,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing"
1,311942,0.63045654432963,181,0.0009464697127652284,Spice and Extract Manufacturing
1,311991,0.8863582962190115,190,0.000971871377207616,Perishable Prepared Food Manufacturing
1,311999,-0.26492475919838104,293,0.001061171292930905,All Other Miscellaneous Food Manufacturing
1,312111,1.0447192963883214,253,0.0012000257084711066,Soft Drink Manufacturing
1,312112,0.14756411854145507,235,0.0010040374671571601,Bottled Water Manufacturing
1,312113,0.11905904262135467,270,0.0010649558727712663,Ice Manufacturing
1,312120,-0.0760900606885981,658,0.0015009500113687048,Breweries
1,312130,-0.9166149165625769,481,0.0011462665721014083,Wineries
1,312140,-0.16402704635964765,365,0.0011440646775652096,Distilleries
1,312230,0.8637295538045429,80,0.0004562093845480861,Tobacco Manufacturing
1,313110,-0.8580815810479533,131,0.00047469526465539305,"Fiber, Yarn, and Thread Mills"
1,313210,-0.5447863154715162,161,0.0006300631105282245,Broadwoven Fabric Mills
1,313220,0.5764933252706399,101,0.0005736609610293408,Narrow Fabric Mills and Schiffli Machine Embroidery
1,313230,0.7241564005519919,144,0.0007485594637136815,Nonwoven Fabric Mills
1,313240,1.2288264217029359,67,0.0004489273541484419,Knit Fabric Mills
1,313310,-0.4909329315505701,262,0.0008990969517269166,Textile and Fabric Finishing Mills
1,313320,1.3015832425433378,102,0.0006417454746987333,Fabric Coating Mills
1,314110,-0.09438938254182831,60,0.0002871369535909964,Carpet and Rug Mills
1,314120,-0.0009081502178832919,309,0.0011101478527743287,Curtain and Linen Mills
1,314910,-0.05889945795609097,430,0.001298794886927379,Textile Bag and Canvas Mills
1,314994,0.35304843112155637,94,0.0005235732506326641,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills"
1,314999,-0.5004604067656921,585,0.0013611961920727078,All Other Miscellaneous Textile Product Mills
1,315120,0.4610537783735954,68,0.00039639913515745703,Apparel Knitting Mills
1,315210,-0.9035629069013487,292,0.0008969739447625361,Cut and Sew Apparel Contractors
1,315250,-0.4589313892642732,285,0.0009529495110302369,Cut and Sew Apparel Manufacturing (except Contractors)
1,315990,-0.21581125150881605,328,0.0011108857415319526,Apparel Accessories and Other Apparel Manufacturing
1,316110,-0.7411854272551657,238,0.0008202678866677791,Leather and Hide Tanning and Finishing
1,316210,-0.849595231380552,171,0.0006239939186862762,Footwear Manufacturing
1,316990,-0.7100331063265698,419,0.0011510677161393247,Other Leather and Allied Product Manufacturing
1,321113,-1.7786897942780282,926,0.0012515432429283436,Sawmills
1,321114,-0.9998715326937248,285,0.0008844163268997438,Wood Preservation
1,321211,-0.6441619993577717,142,0.0005785170272281698,Hardwood Veneer and Plywood Manufacturing
1,321212,-1.0534489817339532,59,0.00023180533991209404,Softwood Veneer and Plywood Manufacturing
1,321215,-0.5523829538112903,475,0.0012776307052955078,Engineered Wood Member Manufacturing
1,321219,-0.48706875265235566,119,0.0005198968757179083,Reconstituted Wood Product Manufacturing
1,321911,-0.2098742964437389,251,0.0009668063551692929,Wood Window and Door Manufacturing
1,321912,-1.070770619460922,307,0.0009079450390651311,"Cut Stock, Resawing Lumber, and Planing"
1,321918,-0.891874017537774,547,0.0012748631503896992,Other Millwork (including Flooring)
1,321920,-1.1976944580750837,798,0.0013527297561489891,Wood Container and Pallet Manufacturing
1,321991,-0.6767905815284171,146,0.0006085841102472526,Manufactured Home (Mobile Home) Manufacturing
1,321992,-0.9869820579878114,401,0.001062304852129931,Prefabricated Wood Building Manufacturing
1,321999,-1.484987158309003,925,0.001355662224650405,All Other Miscellaneous Wood Product Manufacturing
1,322110,-0.5318850628076071,53,0.0002446531952678574,Pulp Mills
1,322120,-0.2321569977700357,172,0.0007002641185425889,Paper Mills
1,322130,0.23527508435411323,131,0.0006355273474207523,Paperboard Mills
1,322211,0.6134848649998559,380,0.001385511610553945,Corrugated and Solid Fiber Box Manufacturing
1,322212,1.3158232817700304,148,0.000901666048010035,Folding Paperboard Box Manufacturing
1,322219,0.6157159871819049,164,0.0008517110312499573,Other Paperboard Container Manufacturing
1,322220,0.8849331223744359,250,0.0011623484973426364,Paper Bag and Coated and Treated Paper Manufacturing
1,322230,1.1827610864783997,140,0.0008612434554216995,Stationery Product Manufacturing
1,322291,0.7646002429462141,100,0.0005736506954650533,Sanitary Paper Product Manufacturing
1,322299,0.8371725946084053,180,0.0009683660638854541,All Other Converted Paper Product Manufacturing
1,323111,-0.11207222826733539,567,0.0014497704535490021,Commercial Printing (except Screen and Books)
1,323113,-0.5595313031750795,650,0.0014485997098223561,Commercial Screen Printing
1,323117,1.155845261491349,134,0.0007960115936961858,Books Printing
1,323120,1.084002725768816,198,0.0010671304669100763,Support Activities for Printing
1,324110,-0.6986004081530321,158,0.0006407975414342794,Petroleum Refineries
1,324121,-0.143241285003096,359,0.0011544911074012165,Asphalt Paving Mixture and Block Manufacturing
1,324122,0.8895260802156578,104,0.0006417535438370627,Asphalt Shingle and Coating Materials Manufacturing
1,324191,0.9626051504136196,150,0.0008866999541788192,Petroleum Lubricating Oil and Grease Manufacturing
1,324199,0.426455988129658,76,0.0004287092404460621,All Other Petroleum and Coal Products Manufacturing
1,325110,-0.4817051584433322,51,0.00025568900212542025,Petrochemical Manufacturing
1,325120,0.2987802262603182,201,0.0009572028403547969,Industrial Gas Manufacturing
1,325130,1.0567145252791053,111,0.0006828535627449393,Synthetic Dye and Pigment Manufacturing
1,325180,-0.10843211311695512,251,0.0009752725360419009,Other Basic Inorganic Chemical Manufacturing
1,325193,-1.8832240612136781,170,0.0005052186309503524,Ethyl Alcohol Manufacturing
1,325194,-0.5173758783417567,75,0.0003659813893790137,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing"
1,325199,0.11386640237465778,253,0.0010344088278338086,All Other Basic Organic Chemical Manufacturing
1,325211,0.1047979248836079,315,0.0011249100681339289,Plastics Material and Resin Manufacturing
1,325212,0.5094162186383753,107,0.0005893154447795592,Synthetic Rubber Manufacturing
1,325220,0.1715303300595157,114,0.0005349665586646094,Artificial and Synthetic Fibers and Filaments Manufacturing
1,325311,-0.8999244250321263,196,0.000707122681710248,Nitrogenous Fertilizer Manufacturing
1,325312,-0.6190791481648095,41,0.0002094716130493904,Phosphatic Fertilizer Manufacturing
1,325314,-0.6848528169681654,282,0.000963020563475328,Fertilizer (Mixing Only) Manufacturing
1,325315,0.4588115313360083,82,0.0005035948216978753,Compost Manufacturing
1,325320,-0.3754137924293052,176,0.0007349440258943246,Pesticide and Other Agricultural Chemical Manufacturing
1,325411,0.2843395954564705,207,0.0009326768776444851,Medicinal and Botanical Manufacturing
1,325412,0.7090222237783971,211,0.0009914412989509964,Pharmaceutical Preparation Manufacturing
1,325413,1.890350932883045,85,0.0006144026551324304,In-Vitro Diagnostic Substance Manufacturing
1,325414,1.0742865889291424,99,0.000634321123805286,Biological Product (except Diagnostic) Manufacturing
1,325510,0.26503542368032673,311,0.0011886957810159434,Paint and Coating Manufacturing
1,325520,1.284896577130383,168,0.001004699682533688,Adhesive Manufacturing
1,325611,0.4887244772742295,208,0.0009760606173818472,Soap and Other Detergent Manufacturing
1,325612,0.6511644836554268,181,0.0009171627934021432,Polish and Other Sanitation Good Manufacturing
1,325613,1.2324002281225221,70,0.0004654917889872184,Surface Active Agent Manufacturing
1,325620,0.8947754840019014,212,0.0010604277633782036,Toilet Preparation Manufacturing
1,325910,1.2164848970409028,146,0.0008619800449025801,Printing Ink Manufacturing
1,325920,-0.44019378051017793,70,0.0003175509191357565,Explosives Manufacturing
1,325991,0.3918557635602031,185,0.000872610947407015,Custom Compounding of Purchased Resins
1,325992,0.22962133696077694,104,0.000520868185330617,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing"
1,325998,-0.08133259293850006,405,0.0012572991816003408,All Other Miscellaneous Chemical Product and Preparation Manufacturing
1,326111,0.8884942771369281,157,0.000884424999683356,Plastics Bag and Pouch Manufacturing
1,326112,1.1526586574372024,133,0.0008076163598234187,Plastics Packaging Film and Sheet (including Laminated) Manufacturing
1,326113,0.6018472303729296,194,0.0009543380363622091,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing
1,326121,1.1452684037554486,174,0.0009995799810702908,Unlaminated Plastics Profile Shape Manufacturing
1,326122,-0.2936149750927321,253,0.0009677411826787081,Plastics Pipe and Pipe Fitting Manufacturing
1,326130,1.0027716764951726,165,0.0009500084082092311,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
1,326140,0.4899196584034055,194,0.0009489587927650779,Polystyrene Foam Product Manufacturing
1,326150,0.6651069674392613,259,0.0011643264796888273,Urethane and Other Foam Product (except Polystyrene) Manufacturing
1,326160,0.7143948156351212,196,0.0009682394958214096,Plastics Bottle Manufacturing
1,326191,0.7963234365465971,132,0.0007704291458741863,Plastics Plumbing Fixture Manufacturing
1,326199,-0.5056094329117692,683,0.0014454125677756315,All Other Plastics Product Manufacturing
1,326211,0.3766089648965426,72,0.0003649164058584088,Tire Manufacturing (except Retreading)
1,326212,0.2649460131290161,140,0.0007063898783107672,Tire Retreading
1,326220,0.4417989474728034,158,0.0007969595126100987,Rubber and Plastics Hoses and Belting Manufacturing
1,326291,0.47737836294554226,174,0.000865877919167478,Rubber Product Manufacturing for Mechanical Use
1,326299,0.15438774524344728,212,0.0009502583334375665,All Other Rubber Product Manufacturing
1,327110,-0.34475602270418615,437,0.0011958760780404881,"Pottery, Ceramics, and Plumbing Fixture Manufacturing"
1,327120,-0.3271648753512874,257,0.000932367155823665,Clay Building Material and Refractories Manufacturing
1,327211,0.8968310562878486,77,0.00045481186648780117,Flat Glass Manufacturing
1,327212,-0.22906152148198514,199,0.000791401733463774,Other Pressed and Blown Glass and Glassware Manufacturing
1,327213,0.27925036687438004,57,0.0003088894797360091,Glass Container Manufacturing
1,327215,-0.1969797398669284,333,0.001096703186041254,Glass Product Manufacturing Made of Purchased Glass
1,327310,0.37862052059794976,171,0.0008293400996182484,Cement Manufacturing
1,327320,-1.3621502092484625,1198,0.0014713017453621359,Ready-Mix Concrete Manufacturing
1,327331,0.5889378300642715,319,0.001261105866056155,Concrete Block and Brick Manufacturing
1,327332,1.1967466329472225,150,0.0008848664946192706,Concrete Pipe Manufacturing
1,327390,-0.21730328960823675,539,0.0014325420887452572,Other Concrete Product Manufacturing
1,327410,-0.14011928905645626,71,0.00035152199423823486,Lime Manufacturing
1,327420,0.366520103542507,114,0.0006316554560803127,Gypsum Product Manufacturing
1,327910,1.0140632395729647,158,0.0009033396105135396,Abrasive Product Manufacturing
1,327991,-0.25321882712433097,611,0.0014811297353659635,Cut Stone and Stone Product Manufacturing
1,327992,0.0023673392820002586,117,0.0005659572840873223,Ground or Treated Mineral and Earth Manufacturing
1,327993,0.3451354111676696,162,0.0007734690967970526,Mineral Wool Manufacturing
1,327999,-0.1404690792226493,236,0.000960840831370249,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing
1,331110,-0.3334248173015962,229,0.0008667755398303785,Iron and Steel Mills and Ferroalloy Manufacturing
1,331210,-0.0025648245248364346,203,0.0008842949574704924,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
1,331221,0.41306967739537404,182,0.0009007446862268288,Rolled Steel Shape Manufacturing
1,331222,0.16656335138603334,134,0.0007096190219437148,Steel Wire Drawing
1,331313,0.10498125608371475,62,0.00033960138976236364,Alumina Refining and Primary Aluminum Production
1,331314,0.3568570694257387,71,0.0004069657217688036,Secondary Smelting and Alloying of Aluminum
1,331315,0.5528469864024772,76,0.00044472147000768406,"Aluminum Sheet, Plate, and Foil Manufacturing"
1,331318,0.5465073096816179,148,0.0007805358121135156,"Other Aluminum Rolling, Drawing, and Extruding"
1,331410,0.6996425409159295,62,0.0003859760247701772,Nonferrous Metal (except Aluminum) Smelting and Refining
1,331420,0.7324175119144668,131,0.0007229839766935195,"Copper Rolling, Drawing, Extruding, and Alloying"
1,331491,0.7499251178335137,130,0.0007299413555059895,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
1,331492,0.7524583529263993,104,0.0006086353280096525,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
1,331511,-0.08169488777023817,183,0.0007671487332060351,Iron Foundries
1,331512,1.261949086130285,61,0.0004342414696027905,Steel Investment Foundries
1,331513,0.4207757293230041,104,0.0006082783942121124,Steel Foundries (except Investment)
1,331523,0.4369557097847931,127,0.0006930475886147638,Nonferrous Metal Die-Casting Foundries
1,331524,0.6144329963695897,158,0.0008302895151980989,Aluminum Foundries (except Die-Casting)
1,331529,0.45384236715147275,124,0.0007098609548807789,Other Nonferrous Metal Foundries (except Die-Casting)
1,332111,0.3710277531539288,173,0.0008367043342060393,Iron and Steel Forging
1,332112,1.7488974868902856,48,0.0003643582797236033,Nonferrous Forging
1,332114,0.6038480860906354,101,0.0005996828887329726,Custom Roll Forming
1,332117,1.2728898798013815,68,0.00046556814223510724,Powder Metallurgy Part Manufacturing
1,332119,0.5899464711859627,265,0.0011359697388391994,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)"
1,332215,0.15854506132425894,150,0.0007362996911338803,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing"
1,332216,0.11828406642737205,268,0.0010686546687140286,Saw Blade and Handtool Manufacturing
1,332311,-0.8630113349995776,444,0.0012036344775331314,Prefabricated Metal Building and Component Manufacturing
1,332312,-0.47547964756161176,644,0.001441993740032229,Fabricated Structural Metal Manufacturing
1,332313,-0.5401720123402193,493,0.001314492509840491,Plate Work Manufacturing
1,332321,0.048060203794352566,254,0.0010285795884578182,Metal Window and Door Manufacturing
1,332322,-0.2810986854086684,581,0.001455145997879473,Sheet Metal Work Manufacturing
1,332323,-0.20808354808642368,493,0.0013964900070536684,Ornamental and Architectural Metal Work Manufacturing
1,332410,0.7734111258371142,150,0.0008159687396183265,Power Boiler and Heat Exchanger Manufacturing
1,332420,-0.2900818563458327,368,0.0011967114278155265,Metal Tank (Heavy Gauge) Manufacturing
1,332431,1.409627147368991,126,0.0007806750293101493,Metal Can Manufacturing
1,332439,0.4585863657543542,171,0.0008788339167631546,Other Metal Container Manufacturing
1,332510,0.5103279620512202,200,0.000960282056302113,Hardware Manufacturing
1,332613,1.2691089134789482,147,0.0009086021818719191,Spring Manufacturing
1,332618,-0.0768380669408404,303,0.0011147273595109022,Other Fabricated Wire Product Manufacturing
1,332710,-1.048412319234887,1029,0.001498511757583526,Machine Shops
1,332721,0.3686743564708245,286,0.0011680403268540171,Precision Turned Product Manufacturing
1,332722,0.9203680516749752,179,0.0009861299398324893,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
1,332811,1.1998242308965967,182,0.0010608108163823013,Metal Heat Treating
1,332812,0.06776382421385213,450,0.0013844152692371046,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
1,332813,0.2928051527554574,324,0.001217344012882438,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
1,332911,0.8966596268049696,161,0.000915626582137064,Industrial Valve Manufacturing
1,332912,0.9344808480812367,165,0.0009544568741971263,Fluid Power Valve and Hose Fitting Manufacturing
1,332913,1.0535954272452024,94,0.0006106323124635988,Plumbing Fixture Fitting and Trim Manufacturing
1,332919,0.8011528158660817,124,0.0007338083668718048,Other Metal Valve and Pipe Fitting Manufacturing
1,332991,0.7306817354510524,105,0.0005923384070792468,Ball and Roller Bearing Manufacturing
1,332992,-1.0920947144246445,98,0.000388824889559102,Small Arms Ammunition Manufacturing
1,332993,0.5376786189076588,34,0.0001967541951579484,Ammunition (except Small Arms) Manufacturing
1,332994,-0.10453352513338558,207,0.0008846970174435874,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
1,332996,-0.022486951412084934,271,0.0010689206950132972,Fabricated Pipe and Pipe Fitting Manufacturing
1,332999,-0.6241513630657489,595,0.0014098307212840435,All Other Miscellaneous Fabricated Metal Product Manufacturing
1,333111,-2.145773698099792,506,0.0009372355813125201,Farm Machinery and Equipment Manufacturing
1,333112,0.06686605319477903,106,0.0005262126344872426,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing
1,333120,-0.6449039681948991,294,0.0009608784557936765,Construction Machinery Manufacturing
1,333131,-0.44350715396881396,147,0.0006228095370436101,Mining Machinery and Equipment Manufacturing
1,333132,-1.5044839396836747,192,0.0006483022705906688,Oil and Gas Field Machinery and Equipment Manufacturing
1,333241,0.12702012124146395,231,0.0010134636681127063,Food Product Machinery Manufacturing
1,333242,1.9520325221753925,51,0.00039745988610431104,Semiconductor Machinery Manufacturing
1,333243,0.09084330192448732,211,0.0009337526613382531,"Sawmill, Woodworking, and Paper Machinery Manufacturing"
1,333248,0.11964263305201259,438,0.0013550080269579142,All Other Industrial Machinery Manufacturing
1,333310,0.33196298884843317,333,0.0012563605640580993,Commercial and Service Industry Machinery Manufacturing
1,333413,0.5300625919173718,202,0.0009913468508672594,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
1,333414,0.2567230765112793,179,0.0008601520744381371,Heating Equipment (except Warm Air Furnaces) Manufacturing
1,333415,0.10338248880051551,236,0.000977076466043386,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
1,333511,0.1464200869597338,297,0.0011470702660700543,Industrial Mold Manufacturing
